"Published on","Unique ID","Target","Indicator","Indicator Type","Disaggregation","Year","Unit","Value","Footnote","Comments"
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2022","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","F2 Lakes biome","2021","%","0.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2021","%","24.5","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","T2 Temperate-boreal forests and woodlands biome","2024","%","13.3","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2024","%","0.2","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","TF1 Palustrine wetlands biome","2023","%","1.1","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","T4 Savannas and grasslands biome","2024","%","84","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","T7 Intensive land-use biome","2023","%","2.4","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288688-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.2 Extent of natural ecosystems","headline","F1 Rivers and streams biome","2021","%","0.1","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288674-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.CT.10 Living Planet Index","component","","2022","percent","-55","Asia-Pacific Living Planet Index Trends",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288674-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.CT.10 Living Planet Index","component","","2020","percent","-45","Asia-Pacific Living Planet Index Trends",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288674-1","NT04. By 2030, Reduce the risk of extinction of threatened species and conserve genetic diversity","A.CT.10 Living Planet Index","component","","2024","percent","-60","Asia-Pacific Living Planet Index Trends",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288694-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.2 Percentage of the population in traditional occupations","headline","","2022","%","14.4","Same methodology as above.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288694-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.2 Percentage of the population in traditional occupations","headline","","2024","%","13.9","Calculated by comparing the population aged 18 and above with the number of herders. Source: Introduction to the Livestock Sector, 2019–2023.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288694-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.2 Percentage of the population in traditional occupations","headline","","2023","%","13.5","Same methodology as above.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288694-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.2 Percentage of the population in traditional occupations","headline","","2021","%","14.6","Same methodology as above.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288694-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.2 Percentage of the population in traditional occupations","headline","","2020","%","14.4","Same methodology as above.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2022","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2020","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2025","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2023","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2024","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian saiga (Saiga tatarica mongolica)","2021","Proportion (0–1)","1","[2]",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288684-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.4 Proportion of populations within species with an effective population size greater than 500","headline","Mongolian gazelle (Procapra gutturosa)","2021","Proportion (0–1)","0.5","[1]",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","1995","index","0.964499802777778","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","1997","index","0.9633195","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","1993","index","0.965334310308466","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","1996","index","0.963900405741422","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","2000","index","0.961572822222222","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","2009","index","0.957933274602852","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT01. By 2030, reduce biodiversity loss and maintain ecological integrity by including all territory in spatial planning and ensuring effective management.","A.3 Red List Index","headline","","1999","index","0.962091461111111","",""
